campaign_id,campaign_name,channel,start_date,end_date,total_spent,clicks,impressions,conversions,related_orders
M0092,Campanha maxime,Facebook Ads,2025-04-07,2025-04-21,42342.93,4960,24687,4547,"O034704,O042196,O016992,O069919,O046593,O016429,O008930,O008589,O010175,O007479,O038003,O031808,O006505,O001209,O020464,O036271,O041099,O014390,O020887,O004812,O010900,O044678,O017013,O007805,O023510,O028939,O043335,O022284,O046698,O033235,O011213,O041066,O067193,O022991,O025769,O030434,O034807,O025562,O060097,O031407,O032483,O016829,O030630,O016659"
M0093,Campanha non,Email,2025-04-26,2025-06-09,16353.15,1897,10267,607,"O015991,O004626,O003529,O037115,O019264,O014105"
M0094,Campanha ratione,Google Ads,2024-10-22,2024-12-08,44402.1,3041,12851,2005,"O013038,O038639,O029035,O022104,O043683,O032208,O008769,O063451,O017967,O012982,O006989,O019247,O039561,O002289,O047694,O017811,O017838,O045868,O033153,O041921,O045366,O021466,O037864,O014931,O029545,O045887,O041840,O009389,O034781,O021019,O036295,O063144"
M0095,Campanha ad,Facebook Ads,2025-01-26,2025-03-24,8165.04,3549,7862,3539,"O014292,O000948,O022985,O042359,O045587,O014869,O011991,O034685,O038442,O064849,O019730,O034284,O016150,O000092,O031251,O017881,O005695,O023134,O031604,O017395,O001088,O018622,O045599,O036851,O027342,O036866,O003958,O021868,O038256,O036184,O038364,O008882,O009268,O032713,O025373,O020978,O044949,O029413"
M0096,Campanha vitae,Google Ads,2025-01-26,2025-02-07,6393.21,2708,7066,1566,"O002201,O021887,O028134,O005231,O011503,O021848,O023398,O028779,O048872,O028482,O045638,O048020,O029115,O048678,O041912,O060446,O031526,O066830,O019228,O037930,O004997,O061184,O007860,O049067,O004915,O029181,O014953,O042191,O001697,O004261,O031928,O026411,O008594,O010825,O040822,O030431,O033334,O021173,O018277,O001331"
M0097,Campanha earum,Facebook Ads,2024-11-27,2025-01-22,45856.65,1021,13311,380,"O038997,O015464"
M0098,Campanha at,Instagram,2025-01-30,2025-02-27,15065.82,2223,14128,600,"O037994,O006616,O048845,O035948,O061465,O022884,O003489,O007607,O038442,O005418,O000201,O060022,O012067,O020071,O013866,O049255,O008146,O067979,O013647,O049673,O012957"
M0099,Campanha beatae,Facebook Ads,2024-12-11,2025-01-25,1494.03,4648,10037,1399,"O033879,O023286,O025082,O047864,O040192,O029007,O035207,O028273,O001337,O020894,O024794,O032750,O031199,O045086,O060835,O012893,O048208,O042139,O049042,O007975,O041773,O012000,O009187,O015666,O008013,O017533,O014531,O038839,O036804,O048248,O028411,O060928,O028265,O007729,O069144,O014677,O024628,O032026"
M0100,Campanha quia,Google Ads,2024-10-12,2024-11-05,31699.3,3550,9870,3165,"O035685,O007526,O002608,O028251,O022018,O060379,O017303,O004392,O029512,O002717,O042170,O034723,O016322,O040325,O002168,O035868,O003971,O026888,O001101,O011732,O006651,O028245,O034972"
M0101,Campanha cumque,Email,2025-07-03,2025-08-19,43842.0,720,9881,633,"O015846,O063479,O034174,O038042,O042930,O038388,O044204,O009805,O036579,O062875,O031035,O022577,O046803,O025844,O067820,O015244,O048838,O023700,O014130,O048363,O032096,O048892,O034321,O034821,O027654,O012030,O048072,O042743,O021225,O017161,O041152,O065959,O063817,O036608,O032533,O005042,O042632,O049625,O020732,O001114,O046212"
M0102,Campanha laudantium,Email,2025-03-20,2025-05-19,44066.94,1331,9861,1349,"O032994,O046651,O040700,O015441,O004865,O022751,O007943,O001593,O026077,O008916,O020147,O037831,O022075,O062702,O007193,O048409"
M0103,Campanha in,Instagram,2025-02-23,2025-03-07,19357.02,4996,6003,5084,"O001876,O011625,O005487,O034349,O048049,O030653,O061724,O027526,O014729,O068515,O020756,O009084,O013395,O045768,O014751,O042716,O047858,O062555,O020805,O063793,O048981,O001236,O003051,O026789,O034044,O062774,O032981,O067115,O013872,O019054,O047774,O015228,O064165,O039137"
M0104,Campanha consequuntur,Google Ads,2024-09-10,2024-11-06,28258.91,3874,14605,1286,"O022633,O015446,O035231,O048149,O005713,O016486,O060874,O018832,O038122,O006050,O064456,O023028,O043247,O038151,O061523,O062832,O044243,O038976,O043236,O000826,O048803,O018199,O016795,O029447,O038878,O025785,O030817,O034760"
M0105,Campanha nihil,Instagram,2024-09-10,2024-10-09,13891.76,3217,19576,3221,"O043292,O039941,O036382,O026109,O017061,O069218,O006799,O031919,O031886,O066373,O032812,O011453,O003174"
M0106,Campanha saepe,Email,2025-04-14,2025-05-05,23560.28,1448,11759,182,"O000085,O002152,O028955,O009890,O036103,O042022,O024067,O010758,O031449,O041614,O026106,O009279,O024783,O036364,O042692,O066652,O038650,O000824,O010491,O018953,O042267,O016638,O003158,O032865,O012648,O024345,O023412,O006394,O062842,O039768,O035167,O021419,O047376,O027624,O045211,O014592,O048329,O008649,O032508,O016810,O000462"
M0107,Campanha vel,Instagram,2025-06-28,2025-08-26,30362.73,3143,21374,1906,"O019648,O021200,O023346,O019649,O032950,O010737,O066336,O031950,O049739,O007390,O064257,O022417,O010965,O021853,O024533,O060135,O063356,O047847,O001033,O038486,O014668,O034863,O019463,O041112,O035092,O038268,O034273,O034382,O038112,O042558,O045047,O007463,O005124"
M0108,Campanha repellat,Facebook Ads,2025-01-29,2025-03-02,24917.6,3745,7511,3429,"O035128,O062980,O065402,O062281,O036659,O007324,O005220,O049448,O023777,O012008,O068016,O031590"
M0109,Campanha similique,Email,2025-07-04,2025-08-26,17111.06,2109,5040,1966,"O063354,O020088,O027280,O011017,O026885,O008185,O016556,O008683,O010750,O049546,O041083,O029383,O013909,O061197,O040010,O030766,O041276,O021292,O038774,O048934,O001342,O048520,O039471,O025981,O027962,O046115,O048216,O045408,O007380,O034061,O021843,O000997,O031579,O013147"
M0110,Campanha magni,Instagram,2025-01-27,2025-03-27,6771.19,310,12937,131,"O011198,O062198,O011968,O006868"
M0111,Campanha cupiditate,Facebook Ads,2025-05-21,2025-06-03,42118.35,1818,14178,493,"O011927,O034365,O042883,O008296"
M0112,Campanha amet,Instagram,2024-09-27,2024-11-07,37316.78,1038,3789,890,"O007830,O021607,O009822,O026100"
M0113,Campanha quis,Instagram,2025-04-25,2025-06-24,30431.44,186,14261,76,"O044069,O040452,O010397,O011201,O025056,O002204,O033996,O066859,O014371,O026996,O038822,O046206,O014781,O046126,O009210,O019899,O011338,O001798,O001015,O040559,O023813,O030080,O032045,O031518,O069639,O004733,O034556"
M0114,Campanha quam,Facebook Ads,2025-07-08,2025-09-05,34571.59,1719,21584,162,"O005876,O001147,O013546,O065273,O002977,O020295,O000359,O045157,O040308,O034838,O040011,O031862"
M0115,Campanha deleniti,Instagram,2024-12-27,2025-01-14,36959.96,1949,3286,1966,"O002721,O004722,O021589,O021985,O008605,O043343,O007921,O019101,O046377,O045821,O036096,O038342,O009948,O034965,O000489,O039063"
M0116,Campanha atque,Facebook Ads,2024-09-02,2024-10-12,46998.9,726,13354,236,O016211
M0117,Campanha ad,Facebook Ads,2025-03-27,2025-04-14,15370.15,3773,12212,1660,"O039792,O047632,O023351,O001354,O048244,O034426,O038834,O030301,O022755,O013448,O048498,O022992,O047593,O026372,O025836,O046972,O013322,O033820,O022206,O049773,O069994,O023737,O012046,O003024,O069873,O063371,O003612,O069569,O037170,O038087,O048705,O047690,O064969,O035997,O034909,O046786,O008645,O037985,O035334,O024135,O064157"
M0118,Campanha reiciendis,Email,2025-04-13,2025-04-24,24848.08,437,14059,245,"O000322,O035410,O034297,O022508,O010479,O040458,O032460,O024678,O064193"
M0119,Campanha dolorum,Google Ads,2024-12-03,2024-12-14,7298.51,4037,22461,3156,"O033261,O047587,O043037,O028694,O037680,O019954,O004814,O027014,O047776,O020463,O016722,O013761,O017266,O009081,O042287,O039488,O039908,O015794,O047803,O046836,O031617,O049352,O002536,O046532,O041607,O027386,O008606,O018674,O068454,O034147,O069555,O041046,O066259,O043780,O047762,O017507,O060946,O025451,O020444,O041640,O033854,O019392,O040510,O040722,O006446,O020817,O062067"
M0120,Campanha earum,Email,2025-05-08,2025-06-08,45737.65,3747,4635,110,"O011702,O040128,O027581,O029552,O015856,O015997,O033644,O001090,O000575,O019656,O011257,O004574"
M0121,Campanha fuga,Email,2025-03-25,2025-04-05,10369.91,2499,17267,591,"O037998,O015181,O028692,O035735,O042479,O024818,O009246,O040676,O002010,O003778,O033218,O016272"
M0122,Campanha illo,Facebook Ads,2025-01-01,2025-01-11,13433.28,801,11333,270,O034418
M0123,Campanha at,Instagram,2025-06-24,2025-07-01,37625.63,3134,6141,3087,"O031833,O039370,O029695,O068716,O037954,O016001,O035419,O024924,O033258,O048304,O048783,O014055,O013164,O004288,O009962,O015800,O062296,O032269,O042562,O012570,O045663,O067359,O064156,O044875,O028163,O013664,O028711,O008347,O035223,O004729,O024133,O021589,O002313,O021325,O029135,O026352,O004323,O038304,O006176,O025766,O018205,O030678,O011477,O027089,O038431,O040675,O037470,O001121"
M0124,Campanha corporis,Facebook Ads,2024-12-14,2024-12-28,49892.49,457,8772,214,"O042355,O035087,O007734,O010837,O064974,O043532,O063487,O007816,O007887,O034304,O024035,O047839,O004120,O021823"
M0125,Campanha natus,Facebook Ads,2025-03-26,2025-05-02,11866.77,2174,15730,2191,"O026542,O026324,O024935,O001859,O037673,O049384,O036109,O041819,O036671,O021943,O031705,O034103,O006592,O037098,O035965,O016769,O046221,O005966,O007931,O034334,O006139,O017429,O023440,O063559,O034266,O011225,O065139,O022179,O008599,O030569,O014989,O001078,O030930,O066370,O039444,O038363"
M0126,Campanha illum,Google Ads,2025-05-07,2025-06-01,27239.56,475,13602,87,"O043086,O027874,O040319,O045036,O016409,O066694,O023526,O065243,O028789,O035104,O047793,O043186,O009932,O049826,O062268,O037256,O023295,O022110,O049875,O012732,O007614,O020531,O042814,O037770,O040622,O033223,O006453,O069058,O008324,O012435,O060277,O046896,O020122,O017934,O044734,O002442,O039059,O009628,O042787,O008927,O034723,O019273,O009667,O018860,O015362,O027059,O033085,O062459,O038781,O000026"
M0127,Campanha aperiam,Facebook Ads,2025-01-07,2025-02-09,34305.3,743,5831,828,"O026880,O012771,O023928,O036128,O027865,O067554,O041872,O045998,O024945,O049840,O047039,O038178,O022661,O008825,O000110,O029572,O040380,O035328,O001735,O047058,O006601,O065997,O017781,O060164,O021717,O045562"
M0128,Campanha facilis,Email,2024-08-27,2024-09-29,2963.94,763,19294,46,"O048564,O006528,O012958"
M0129,Campanha nam,Facebook Ads,2025-01-01,2025-02-14,32355.46,923,14279,363,"O038034,O001467,O030671,O035452,O037993,O008042,O038681,O066347,O049093,O013202,O005086,O009024,O045442,O025687,O039707,O009789,O027366,O061380,O015160,O012482,O010256,O049208,O025989"
M0130,Campanha quidem,Google Ads,2025-02-23,2025-04-05,27388.15,2842,21713,416,"O049945,O004937,O015533,O025477,O046306,O029193,O043646,O027699,O037250,O022543,O043300,O019436,O007249,O028854,O023518,O004458,O062453,O017684,O049030,O043031,O011319,O012477,O041027,O023383,O015435,O037689,O002169,O041881,O036323,O026723,O039483,O018502,O002631,O015756,O047320,O069878,O036882,O017938,O000111,O004046,O005542,O047370"
M0131,Campanha vel,Email,2025-01-20,2025-01-31,15177.94,2982,3229,447,"O020550,O000972,O021240,O068826,O027018,O021478,O006439,O013609,O044909,O027767,O001825,O046140,O006645,O017363,O029423,O028495,O060590,O045206,O030175,O005725,O031558,O044894,O006351,O041335,O008401,O020171,O038759,O007712,O032984,O047624,O064345,O000961,O027249,O042437,O033938,O027674,O047218,O011394,O043918,O042267,O045357,O040269,O016485,O049177,O023204,O047274"
M0132,Campanha eaque,Email,2024-09-05,2024-10-05,10561.32,6,17164,2,"O065243,O047505,O035430,O033347,O011500,O017253,O010195,O044043,O066680,O033341,O036447,O039703,O023126,O044462,O006625,O017932,O030088,O034762,O017193,O010615,O037310,O010986,O042261,O016298,O067400,O016075,O064341,O025981,O044572,O020313,O033496,O066316,O022582,O008315,O006573,O019784,O027174,O061575,O034468,O060429,O012493"
M0133,Campanha eligendi,Facebook Ads,2025-02-13,2025-03-08,28169.24,2823,22609,2839,"O043969,O031186,O040315,O003169,O004423,O041707,O002914,O006483,O026233,O001990,O041235,O014761,O002479,O024488,O030429,O067690,O004623,O033763,O007725,O002546,O022982,O062342,O008229,O045949,O024546,O005330,O044412,O031934,O028361,O007919,O040677,O001026,O039547,O001053,O002795,O027077,O020373,O041830,O038126,O024841,O023251,O014008"
M0134,Campanha maxime,Facebook Ads,2025-06-09,2025-06-15,12393.62,307,6795,97,"O060396,O039230,O061302,O040903,O009156,O035672,O027447,O035215,O024639,O021662,O064230,O029337,O045633,O013072,O024324,O025158,O034140,O068589,O023620,O005796,O015330,O025192,O020971,O035815,O023843,O042748,O011642"
M0135,Campanha iste,Email,2025-05-15,2025-07-10,9368.24,3438,16395,1482,"O046440,O018182,O023779,O035322,O060889,O037010,O025105,O031841,O028678,O066244,O010632,O026402,O006857,O007171,O011112,O036623,O013724,O028095,O042073,O037982,O063212,O037248,O040254,O030850,O005342,O002091,O029057,O029916,O012785,O016260,O009615,O008147,O019153,O010729,O063592,O018794,O027326,O044682,O010449"
M0136,Campanha laborum,Google Ads,2025-05-25,2025-06-04,23376.23,4283,21633,2931,"O021544,O030014,O026225,O045790,O037268,O010700,O034536,O041471,O012051,O012637,O035555,O025508,O005442,O020963"
M0137,Campanha hic,Google Ads,2025-01-19,2025-02-10,3291.93,3180,22724,2228,"O017697,O041133,O021560,O028844,O037533,O044772,O001982,O020792,O025422,O066978,O048158,O030785,O019183,O027327,O000938"
M0138,Campanha blanditiis,Email,2025-04-11,2025-05-30,34836.52,1584,7655,1569,"O035958,O007596,O033265,O049737,O042796,O025639,O047470,O025168,O064004,O032718,O045353,O007902,O007430,O028431,O014525,O005158,O012231,O060847,O062326,O044696,O015859,O041738,O018437,O002547,O012139,O065654,O021315,O031248,O021303,O003600,O031483,O002467,O021755,O011016,O026123,O001751,O007341,O011568,O026222,O047026,O019527,O063597,O010486"
M0139,Campanha ad,Facebook Ads,2025-06-18,2025-07-07,33613.22,1185,19413,470,"O038060,O007578,O036759,O036059,O018778,O011904,O062455,O026727,O002179,O038360,O049670,O009744,O068117,O060189,O024366,O001307,O045428,O028250,O044539,O049107,O025044,O041666,O065139,O012101,O000729,O031371,O029381,O036255,O029543,O031610,O027572,O011884,O004407,O029609,O021601,O042326,O006861,O002516,O036412,O030261,O012913"
M0140,Campanha earum,Google Ads,2024-10-12,2024-11-13,36893.3,4030,4574,3568,"O031094,O023134,O038356,O068513,O015370,O039157,O048843,O027897,O003828,O026526,O025354,O061389,O022433,O016829,O017476,O022405,O044946,O031414,O019125,O002709,O011556,O031920,O003357,O040611,O005691,O006166,O044861,O036922,O005956"
M0141,Campanha et,Email,2024-10-04,2024-10-18,23193.47,1227,14594,591,"O020211,O001579,O017453,O019063,O066309,O036836,O036360,O033848,O004909,O018044,O016788,O004751,O028601,O006620,O065020,O020711,O044557,O040742,O036182,O012630,O040343,O030322,O010459,O038516,O037985,O010858,O002603,O022051,O009744,O064950,O018046,O024970,O046584,O040251,O017645,O013639,O027817,O028431,O037698,O019321,O018644,O034977,O040360,O043498,O000977,O025858,O025875,O047384,O021297"
M0142,Campanha saepe,Facebook Ads,2025-02-17,2025-03-04,17765.34,4843,13392,1228,"O014274,O005664,O017473,O044844,O006498,O004082,O064911,O011733,O039117,O007491,O022901,O000579,O019810,O047257,O032729,O031094,O015100"
M0143,Campanha vel,Instagram,2025-06-04,2025-07-15,19765.64,1103,8656,1125,"O019126,O026805,O007759,O042835,O023968,O027392,O027073,O048931,O039289,O016331,O043512,O010103,O021124,O013990,O000871,O015892,O046547,O023804,O011945,O068133,O063762,O004810,O066289,O030814,O045935,O033193,O033082,O000047,O046384,O001662,O021855,O023553,O003000,O005306,O024109"
M0144,Campanha dolorum,Instagram,2025-01-28,2025-03-02,49880.48,3089,12886,2239,"O032242,O026187,O032437,O009085,O019879,O030736,O037126,O013918,O049588,O031277,O065383"
M0145,Campanha excepturi,Instagram,2024-08-23,2024-10-22,30084.46,883,6704,414,"O015712,O039752,O018431,O008100,O006013,O005491,O020122,O004436,O015723,O040228,O021826,O017807,O004420,O015177,O007026,O067029,O038853,O021066,O045985,O042881,O034671,O032205,O008731,O031569,O048918,O030182,O067784"
M0146,Campanha nostrum,Google Ads,2025-02-10,2025-03-29,20749.41,1569,13058,994,"O008831,O028052,O029800,O022876,O049479,O043630,O000894,O026617,O046848,O021763,O060173,O016563,O061457,O026360,O005576,O047126,O006733,O064130,O019527,O023378,O063534,O016733,O048699,O024389,O022212,O043809,O061136,O023469,O041370,O014039,O029885,O026487,O006072,O017197,O024073,O002875,O024291,O038663,O039278,O038107,O019188,O029259,O027201,O066031,O019821,O046031,O030923,O037583,O003519,O016017"
M0147,Campanha esse,Google Ads,2025-06-08,2025-06-27,25013.11,2434,9698,2243,
M0148,Campanha libero,Google Ads,2025-05-07,2025-06-21,34471.71,4353,15146,3433,"O028693,O047126,O013864,O040669,O004140,O062812,O013777,O035993,O061544,O019780,O066627,O045350,O036230,O069559,O000943,O016593,O040440,O016326,O041105,O010839,O015889,O031402,O008600,O049898"
M0149,Campanha numquam,Instagram,2025-05-18,2025-06-08,29731.48,4652,8925,815,"O013349,O003033,O004620,O048717,O039522,O036010,O018620,O040356,O033891,O001854,O033481,O044748,O026203,O021660,O009938,O001420,O019749,O022074,O037845,O063102,O038258,O016256,O010776,O039289,O047514,O021691,O031141,O044961,O004164,O026405,O012121,O013912,O024087,O033253,O016656,O033038,O047939,O044160,O034508,O000474,O062255,O017260,O009687"
M0150,Campanha vitae,Facebook Ads,2024-10-12,2024-11-04,43185.75,3979,12612,2287,"O003169,O005720,O043198,O061252,O015543,O031913,O046415,O020428,O030929,O067653,O028589,O034388,O009038,O023502,O005221,O047569,O006409,O063420,O029993,O040389,O020006,O040520,O013624,O024719,O012429,O009863,O048726,O022283,O065639,O031531,O010228,O033976,O021691,O041340,O041477,O005408,O014154"
M0151,Campanha magni,Instagram,2025-07-11,2025-08-26,38434.79,1792,21012,867,"O065839,O049006,O026096,O031347,O036482,O016638,O044154,O028708,O019416,O048819,O031988,O043889,O048326,O068117,O045139,O045275,O008013,O022204,O008860,O001108,O031090,O028012"
M0152,Campanha architecto,Google Ads,2024-08-20,2024-09-15,2943.13,3682,9089,2588,"O049111,O029238,O029320,O069902,O068640,O009312,O009191,O001625,O063333,O063282,O043843,O032844,O009437,O008125,O006366,O019784,O061972,O005977,O041446,O049194,O006850,O023851,O020611,O011580"
M0153,Campanha repellendus,Facebook Ads,2024-08-20,2024-10-06,11168.3,2330,15962,1267,"O003316,O021069,O018029,O003848,O066291,O066006,O026975"
M0154,Campanha eligendi,Facebook Ads,2025-07-09,2025-08-04,34684.77,4979,5553,2656,"O013026,O031504,O036924,O009875,O044982,O031879,O029751,O034178,O041165,O046746,O040737,O041902,O022867,O046459,O022235,O045127,O020979,O017816,O028020,O043238,O020096,O065809,O020381,O006695,O016228,O002232,O033969,O031973,O048406,O062036,O009686,O003260,O038500,O036417,O033521,O014084,O068259,O022631,O048635,O032803,O048435"
M0155,Campanha sed,Instagram,2024-12-05,2024-12-16,45172.75,3610,13308,2567,"O036140,O034837,O009155,O040803,O033021,O036893,O001640,O015166,O041145"
M0156,Campanha tempora,Facebook Ads,2024-11-04,2024-12-08,43832.33,827,1406,558,"O022943,O034464,O015763,O006636,O009586,O005456,O012398,O018063,O001451,O030880,O004058,O022965,O045026,O033997,O017533,O062583,O029650,O010528,O044834,O012389,O005527,O017790,O048489,O036237,O029843,O035933,O000611,O016413,O023737,O046059"
M0157,Campanha molestiae,Email,2024-11-01,2024-11-10,45066.91,1168,18990,1000,"O004579,O042219,O023099,O048088,O023107,O003565,O047124,O018364,O015390,O060711,O036532,O067102,O020389,O018189,O015360,O031566,O038633,O046906,O068300,O064815"
M0158,Campanha commodi,Email,2025-06-03,2025-06-14,20606.28,2682,20866,1674,"O025934,O065628,O012445,O038943,O044011,O049407,O022788,O060477,O023678,O025307,O043355,O047881,O029307,O028993,O036580,O036505,O010654,O020965"
M0159,Campanha doloribus,Email,2024-10-03,2024-11-18,36753.48,2945,19770,3012,"O049785,O049281,O018897"
M0160,Campanha dolor,Facebook Ads,2025-02-09,2025-02-26,31928.81,4276,12580,2898,"O037002,O049047,O064774,O032668,O011656,O045890,O022819,O031412,O024939"
M0161,Campanha recusandae,Email,2025-01-13,2025-02-10,13435.73,3289,22059,1986,"O036964,O005335,O015924,O062553,O026941,O035142,O038631,O019768,O039170,O019086,O011281,O005471,O007173,O025794,O049647,O045374,O038060,O004392,O049254,O005364,O000656,O018788,O038449,O037734,O049532,O046430,O031497,O005313,O002293,O027091,O026944,O033707,O047061,O039331,O021395,O025761,O008172,O066423,O013935,O043191,O006711,O010789,O013907,O029336"
M0162,Campanha cupiditate,Instagram,2024-09-24,2024-11-20,24657.52,2440,13233,2536,"O025224,O014220,O043366,O047756,O003634,O032150"
M0163,Campanha laudantium,Instagram,2025-02-26,2025-03-06,47510.2,3036,13975,924,"O033519,O004292,O038982,O049022,O063698,O025771,O020459,O011224,O040443,O009018,O012121,O002578,O016859,O027305,O049826,O021596,O037051,O042393,O043907,O049214,O002793,O026245,O030033,O016466,O035455,O013676,O023740,O040546,O002068,O013304,O006085,O031582,O003617,O005876,O035606,O002911,O002757,O006422,O042948,O069397,O028010,O009135,O003404,O044866"
M0164,Campanha possimus,Email,2024-09-17,2024-10-24,10652.01,290,8517,334,"O033531,O027138,O011197,O001068,O008104,O026891,O007099,O014847,O015499,O035481,O011941,O017648,O030646,O068955,O023717,O026782,O029576,O034326,O043628,O003688,O038267,O025988,O025808,O011655,O045160,O016709,O048777,O042305,O048048,O046062,O049220,O019805,O012666,O023478"
M0165,Campanha explicabo,Facebook Ads,2024-12-10,2025-02-03,20467.46,3376,13558,377,"O043554,O028710,O041009,O016663,O019902,O042938,O020722,O031922,O042537,O036858,O047056,O003085,O048025,O006020,O019939,O010822,O027994,O044485,O009554,O023388,O022816,O030198,O014321,O039087,O028825,O018111,O033996,O004879,O027631,O026025,O010618,O042467,O060483,O015485,O044055,O068651"
M0166,Campanha incidunt,Instagram,2024-12-27,2025-01-03,1159.95,1243,16792,288,"O065671,O013210,O014413,O048623,O028551,O010109,O016777,O039739,O032061,O041281,O031664,O020627,O030949,O031572,O009889,O065110,O036799,O040582,O069705,O000406,O012539,O040296,O002781,O002774,O013231"
M0167,Campanha maiores,Instagram,2025-05-20,2025-06-30,18844.91,1376,13351,756,"O003703,O022504,O047256,O014551,O013300,O040738,O038799,O000831,O018443,O044320,O013062,O066030,O067743,O018727,O007304,O015604,O000961,O047917,O018178,O046720,O002684,O040539,O008913,O026204,O028985,O014449,O067279,O022722,O025128,O014549,O036706,O066081,O013586,O025974,O016824,O022398,O001349,O047376,O021035,O060015,O026309,O024543,O043097,O032253,O005283,O032440,O010961,O006024"
M0168,Campanha minima,Facebook Ads,2025-05-15,2025-05-22,35985.33,2478,6748,97,
M0169,Campanha tempora,Facebook Ads,2024-10-07,2024-10-25,27370.42,4969,21957,1988,"O016230,O032858,O011966,O014532,O020896,O024649,O067274,O033160"
M0170,Campanha delectus,Google Ads,2024-08-14,2024-09-20,8381.45,375,17810,346,"O045493,O049637,O027850,O004838,O012379,O008632,O016991,O011181,O015237,O033395,O060804,O027757,O035393,O042890,O041971,O001965,O043590,O020974,O038180,O020528,O043402,O044394,O030397,O037138,O008060,O034156,O022647"
M0171,Campanha ad,Google Ads,2025-04-07,2025-05-25,27017.85,2366,6471,1490,"O014004,O019336,O027033,O017119,O037247,O049296,O034932,O001168,O040817,O030867,O017686,O013472,O016393,O015265,O035055,O033704,O000209,O013892,O006187,O016019,O018783,O003820,O025346,O027800,O047335,O069651"
M0172,Campanha nesciunt,Instagram,2025-03-17,2025-04-05,30224.93,2851,13496,2650,"O037932,O060584,O039055"
M0173,Campanha temporibus,Google Ads,2025-03-07,2025-04-06,11755.34,4986,6814,1096,"O019748,O036735,O008427,O039200,O040967,O033946,O067780,O025138,O047110,O042806,O046146,O035243,O028440,O049121,O047187,O069309,O041100,O031007,O039514,O046615,O009127,O044404,O013660,O044614,O023415,O041843,O017408,O023100,O014186,O026085,O007148,O023679,O028979,O033406,O042473,O064770,O041753,O004853"
M0174,Campanha unde,Facebook Ads,2025-04-01,2025-05-24,44078.22,2865,6182,2941,"O020018,O045288,O016221,O011836,O026775,O023406,O038837,O038248,O017220,O043148,O028828,O068621,O021774,O038210,O025799,O040056,O041159,O018289,O014021,O013507,O044302,O007906,O038919,O036038,O046376,O014590,O005187,O040828,O003086,O010830,O019192,O022168,O035744,O007656,O011492,O023565,O040784,O024792,O035225"
M0175,Campanha nam,Email,2024-08-13,2024-09-29,38167.89,3828,14336,3877,"O030912,O012567,O007355,O013019,O009647,O040085,O022807,O020295,O033069,O022939,O021951,O011929,O032509,O046177,O006897,O049481"
M0176,Campanha molestiae,Facebook Ads,2025-06-04,2025-06-23,6074.96,660,18485,381,"O038496,O049443,O033769,O018203"
M0177,Campanha explicabo,Google Ads,2024-11-08,2024-12-12,21380.36,4015,14227,3994,"O049268,O030627,O038672,O012151,O032404,O005152,O031589,O006292,O040875,O028445,O000234,O043499"
M0178,Campanha dolore,Google Ads,2025-06-05,2025-07-19,42595.23,2310,3689,2007,"O049844,O043707,O039215,O031066,O040222,O027783,O000027,O016921,O038162,O064159,O033810,O018895,O038679,O046685,O025801,O066208,O027899,O026486,O048188,O021002,O040336,O041591,O023351,O042314,O018678,O033079,O030559,O044497,O041995,O000545,O015270,O017537,O009885,O030361"
M0179,Campanha aspernatur,Email,2024-10-12,2024-11-11,44286.22,1859,16857,578,"O034800,O017545,O020912,O069486,O045242,O041260,O004252,O037656,O013879,O019497,O030812,O069654,O004396,O041608,O033440,O023005,O043572,O046506,O004900,O042627,O031307,O021656"
M0180,Campanha earum,Email,2025-06-29,2025-08-01,34725.5,919,16457,290,"O047723,O035875,O011542,O045748,O060339,O019124,O015260,O043440,O061860,O047232,O069823,O027578,O021974,O008873,O003923,O014580,O000583,O008837,O039369,O005200,O004126,O034254,O027333,O042839,O036667,O061395,O008827,O069052,O000995,O029349,O031032,O016719,O064550,O011109,O032524,O026690,O039572,O016224,O048693"
M0181,Campanha illum,Instagram,2024-12-17,2025-01-27,14309.5,3633,13583,998,"O040090,O048430,O019986,O012664,O032710,O030500,O025911,O040299,O045792,O004671,O039427,O006559,O039960,O015082,O021712,O023556,O011323,O042218,O068117,O036413,O068767,O068652,O021913,O060403,O037273,O048370,O043804,O063094,O032118"
M0182,Campanha sint,Facebook Ads,2024-10-07,2024-11-15,27371.66,3326,8753,760,"O032210,O013485,O016903,O065942,O021600,O016027,O067922,O030854,O012946,O024960,O022112,O026561,O023574,O047412,O020873,O012172,O014894,O030945,O000919,O030573,O034115,O031082,O027442,O065295,O033925,O034726,O023183,O013672,O034531,O040122,O000199,O012886,O007266,O029561,O045668,O040012,O039986,O061964,O000063,O024491,O009152,O068944,O015843,O048576,O033531,O007181,O009741,O036509"
M0183,Campanha molestias,Facebook Ads,2024-08-15,2024-10-03,14849.18,4045,14090,3016,"O046279,O029779,O013000,O005604,O042176,O030603,O045923,O032673,O029477,O013445"
M0184,Campanha aspernatur,Instagram,2024-08-26,2024-10-18,19232.48,1452,6120,1263,"O027683,O039546,O045580,O021227,O013170,O005660"
M0185,Campanha eos,Instagram,2024-12-14,2024-12-23,44519.97,3466,17464,1139,"O028970,O049674,O049160,O014192,O019988,O049280,O068377,O049667,O043357,O016345,O018243,O069193,O024132,O017675,O013601,O003697,O048460,O047279,O007872,O062499,O034619,O061790,O036558,O001639,O023908,O069504,O022549,O008564,O029497,O027416,O021559,O026139,O024929,O019654,O045643,O069239,O024083,O046836,O033701,O003229,O012284,O043017,O012810,O007730,O030555,O037785,O029260,O000912"
